Inf;Player;Pens Faced;Pens Saved Ratio;Sv %;MLG;Tck/90;Tck R;Shts Blckd/90;Pres C/90;Pres A/90;Poss Won/90;K Tck/90;Int/90;Clr/90;Blk/90;Conv %;Shot %;ShT/90;xSv %;xGP/90;Sprints/90;Drb/90;Dist/90;Pr passes/90;Poss Lost/90;Ps C/90;Ps A/90;Pas %;OP-KP/90;CCC;Ch C/90;Asts/90;Saves/90;Tgls/90;Tcon/90;Minutes;Mins/Gm;NP-xG/90;Goals per 90 minutes;xG/90;Con/90;xA/90;Cln/90;Appearances;Mins/Gl;OP-Crs C/90;OP-Crs A/90;OP-Cr %;Cr C/90;Crs A/90;Cr C/A;K Hdrs/90;Hdr %;Hdrs W/90;Hdrs;Hdrs L/90;Aer A/90;Hdrs A;Based In;Division;Nation;Club;Position;Age;Potential;Wage
;Oliver Tranberg;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC Midtjylland;M/AM (C), ST (C);17;Unknown;€1.1K p/w
;Robin Vidovich;0;0;0;0;0.0;0;0.0;0.0;0.0;2.4;0.0;1.2;1.2;0.0;0%;50%;3.6;0;0.0;10.9;1.2;0.0;0.0;14.6;28.0;28.0;100%;0.0;2;2.4;0.0;0;2.4;0.0;74;74;0.5;0.0;0.5;0.0;0.3;0.0;0 (1);0;0.0;0.0;0;2.4;19.5;12;0.0;57;4.9;4;3.6;8.5;7;Denmark;3F Superliga;USA;Lyngby;ST (C);23;Unknown;€2.1K p/w
;Óli á Reynatrøð;0;0;0;0;0.0;0;1.0;1.0;2.9;5.9;0.0;2.0;0.0;1.0;0%;50%;1.0;0;0.0;13.7;1.0;15.6;2.9;8.8;26.4;34.2;77%;2.0;2;2.0;1.0;0;2.0;4.9;92;13.1428571428571;0.0;0.0;0.0;0.0;0.5;0.0;0 (7);0;1.0;2.0;50;1.0;2.0;50;0.0;15;2.0;2;10.8;12.7;13;Denmark;3F Superliga;DEN;Hvidovre IF;AM (RC), ST (C);23;Unknown;€2.2K p/w
;Bertil Hjulmand;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Sønderjyske;D (RC), DM;16;Unknown;€600 p/w
;Mikkel Cornelius;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC Midtjylland;AM (RL);20;Unknown;€1.9K p/w
;Marcin Łaski;0;0;0;0;1.5;73;0.7;1.6;6.9;6.8;0.1;2.0;0.5;0.7;0%;22%;0.1;0;0.0;12.5;0.3;12.5;10.3;10.1;77.8;86.8;90%;1.6;2;0.1;0.1;0;1.0;1.7;1419;54.5769230769231;0.0;0.0;0.0;0.0;0.1;0.0;13 (13);0;0.2;0.3;60;0.2;0.3;60;0.3;29;0.4;7;1.1;1.5;24;Denmark;3F Superliga;POL;FC Fredericia;DM, M/AM (C);23;Unknown;€2.2K p/w
;Adam Stroud;0;0;0;0;2.0;74;0.2;1.3;6.1;12.2;0.2;3.1;1.6;0.4;9%;36%;0.4;0;0.0;13.6;0.5;11.7;2.7;10.3;30.5;37.8;81%;1.0;3;0.3;0.0;0;1.1;2.6;897;42.7142857142857;0.1;0.1;0.2;0.0;0.1;0.0;7 (14);897;0.3;2.2;14;0.3;2.6;11;0.6;84;3.7;37;0.7;4.4;44;Denmark;3F Superliga;SWE;Aarhus Fremad;D/WB (R), DM, M/AM (RC);28;Unknown;€1.1K p/w
;Morten Andersen;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC Midtjylland;M/AM (R);23;Unknown;€1.9K p/w
;Kristian Rasmussen;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Sønderjyske;AM (RC), ST (C);16;Unknown;€600 p/w
;Henrik Thomasberg;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Randers FC;D (LC), WB (L), DM, M (LC), AM (L);16;Unknown;€550 p/w
;Magnus Skødt;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;2 (13);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Sønderjyske;DM, M (C);16;Unknown;€925 p/w
;Per Als;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC København;D (RC), WB (R);22;Unknown;€1.2K p/w
;Allan Kvistgaarden;0;0;0;0;1.3;100;0.2;1.6;8.5;8.3;0.0;2.5;0.4;0.9;0%;41%;1.6;0;0.0;16.1;4.5;13.2;3.8;18.4;44.3;50.8;87%;2.7;3;0.7;0.4;0;1.6;0.7;402;50.25;0.3;0.0;0.3;0.0;0.3;0.0;3 (5);0;1.6;11.2;14;2.2;13.7;16;0.0;18;0.9;4;4.0;4.9;22;Denmark;3F Superliga;DEN;Brøndby IF;AM (L), ST (C);18;Unknown;€925 p/w
;Dan-Roger Haugan Pedersen;0;0;0;0;1.2;44;0.2;2.4;8.7;12.0;0.1;4.2;1.8;0.6;0%;75%;0.3;0;0.0;20.4;0.3;13.1;6.6;11.6;36.2;43.6;83%;1.1;2;0.2;0.0;0;0.8;1.9;871;87.1;0.0;0.0;0.0;0.0;0.1;0.0;10;0;0.5;4.3;12;0.5;4.3;11;0.3;55;1.8;17;1.4;3.2;31;Denmark;3F Superliga;NOR;Hvidovre IF;D/WB (L);22;Unknown;€650 p/w
Ask;Mads Frederiksen;0;0;0;0;1.6;74;0.2;1.5;9.0;6.6;0.2;2.7;0.8;0.3;6%;35%;0.5;0;0.0;15.8;2.6;12.4;2.7;12.0;25.5;29.4;87%;1.2;1;0.1;0.1;0;0.6;2.7;1117;79.7857142857143;0.1;0.1;0.1;0.0;0.1;0.0;14;1117;0.7;6.0;12;0.7;6.0;12;0.0;15;0.5;6;2.8;3.3;41;Denmark;3F Superliga;DEN;Aarhus Fremad;AM (RL), ST (C);22;Unknown;€1.6K p/w
;Andreas Olsen;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC København;D (C);20;Unknown;€1.2K p/w
;Mads Nikolajsen;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC København;DM, M (RC), AM (C);22;Unknown;€3.2K p/w
;Marcus Simonsen Bechmann;0;0;0;1;2.4;75;0.4;1.3;4.9;9.7;0.1;2.2;1.2;0.7;0%;0%;0.0;0;0.0;22.4;1.3;12.8;5.5;11.6;40.5;46.8;86%;2.1;7;0.6;0.2;0;0.4;2.4;1007;62.9375;0.0;0.0;0.0;0.0;0.3;0.0;11 (5);0;1.0;3.3;30;1.0;3.3;29;0.1;42;1.8;20;2.5;4.3;48;Denmark;3F Superliga;DEN;Lyngby;D/WB (L);20;Unknown;€1.9K p/w
;Mikkel Husmer;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Brøndby IF;M (C), ST (C);17;Unknown;€280 p/w
;Martin Skræp Gitz;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC Midtjylland;DM, M/AM (LC);19;Unknown;€1.4K p/w
;Frederik Juhl;0;0;0;1;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92%;0.0;0;0.0;0.0;0;0.0;0.0;7;3.5;0.0;0.0;0.0;0.0;0.0;0.0;0 (2);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;2;Denmark;3F Superliga;DEN;Hvidovre IF;DM, M/AM (C);21;Unknown;€2.2K p/w
;Lasse Sørensen;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Sønderjyske;AM (C), ST (C);17;Unknown;€1.1K p/w
;Patrick Dines;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC København;M/AM (L);19;Unknown;€1.2K p/w
;Victor Have;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC Midtjylland;D (L);17;Unknown;€120 p/w
;Kristian Egel;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;10 (9);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Sønderjyske;M/AM (C), ST (C);17;Unknown;€470 p/w
;Jonas Lindegaard;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;19 (1);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC København;AM (RLC);17;Unknown;€1.4K p/w
;Ib Knudsen;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Brøndby IF;GK;23;Unknown;€1.3K p/w
;Domen Mlinarič;0;0;0;0;1.5;81;0.5;1.5;8.6;7.3;0.1;2.1;1.6;0.6;14%;50%;0.4;0;0.0;17.6;0.5;12.9;8.1;8.4;58.3;66.3;88%;1.2;1;0.1;0.1;0;0.5;1.9;1544;85.7777777777778;0.0;0.1;0.0;0.0;0.1;0.0;18;772;0.1;0.1;50;0.1;0.5;25;0.2;27;0.5;8;1.3;1.7;30;Denmark;3F Superliga;SVN;Lyngby;DM, M (C);23;Unknown;€340 p/w
;Nick Blynov;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC København;DM, M (C);18;Unknown;€1.1K p/w
;Henrik Rasmussen Larsen;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC Nordsjælland;M (C);17;Unknown;€575 p/w
;Lasse Kjær;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;2 (13);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;AGF;DM;18;Unknown;€850 p/w
;Christian Dahl;0;0;0;1;1.0;46;0.5;0.9;5.6;5.9;0.2;2.3;1.4;0.5;20%;30%;0.2;0;0.0;13.0;0.7;11.7;4.7;9.2;35.4;42.5;83%;1.4;2;0.2;0.1;0;0.8;3.7;1183;69.5882352941177;0.1;0.2;0.1;0.0;0.1;0.0;14 (3);591.5;0.1;0.3;25;0.2;1.2;18;0.4;32;0.8;10;1.6;2.4;31;Denmark;3F Superliga;NOR;Aarhus Fremad;DM, M (C);25;Unknown;€1.3K p/w
;Christian Zinckernagel;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC København;D (RLC);18;Unknown;€1K p/w
;Ulrik Skolnik;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC Nordsjælland;M (C);18;Unknown;€1.5K p/w
;Michael Christensen;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;7 (14);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC Midtjylland;DM, M/AM (C);19;Unknown;€925 p/w
;Jeppe Myllerup;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Sønderjyske;D/WB/AM (L);16;Unknown;€600 p/w
Inj;Vincent Fages;0;0;0;0;1.0;100;1.0;0.0;2.0;18.0;0.0;4.0;2.0;1.0;0%;0%;0.0;0;0.0;17.0;0.0;13.0;7.0;11.0;55.0;65.0;85%;2.0;0;0.0;0.0;0;2.0;0.0;90;90;0.0;0.0;0.0;0.0;0.2;0.0;1;0;0.0;0.0;0;0.0;0.0;0;0.0;43;3.0;3;4.0;7.0;7;Denmark;3F Superliga;FRA;FC Midtjylland;D/WB (L);19;Unknown;€2.5K p/w
;André Vakulyuk;0;0;0;1;0.8;50;0.4;1.5;5.6;8.9;0.3;3.5;1.6;0.4;6%;22%;0.2;0;0.0;10.0;0.5;11.9;4.0;7.0;33.3;39.0;85%;0.8;2;0.1;0.0;0;0.8;3.1;1483;87.2352941176471;0.0;0.1;0.1;0.0;0.1;0.0;17;1483;0.2;0.4;57;0.3;0.5;55;0.0;34;0.7;11;1.3;1.9;32;Denmark;3F Superliga;UKR;Aarhus Fremad;DM, M (C);26;Unknown;€875 p/w
;Rasmus Kjersgaard;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC København;M/AM (R), ST (C);23;Unknown;€2K p/w
;Andreas Tveiten;0;0;0;0;0.3;100;0.0;1.6;2.9;5.9;0.0;0.7;0.3;0.0;0%;0%;0.0;0;0.0;9.2;0.0;10.0;0.7;14.1;31.1;36.0;86%;0.7;2;0.7;0.3;0;1.0;3.9;275;18.3333333333333;0.0;0.0;0.0;0.0;0.1;0.0;1 (14);0;0.0;1.0;0;0.0;1.0;0;0.0;38;1.6;5;2.6;4.3;13;Denmark;3F Superliga;NOR;Hvidovre IF;M/AM (C), ST (C);28;Unknown;N/A
;Aremu Sunday;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Randers FC;M/AM (L);19;Unknown;€1.8K p/w
;Kristian Lynder;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Lyngby;GK;17;Unknown;€925 p/w
;Anders Dalgaard;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC Midtjylland;M/AM (LC);17;Unknown;€1.3K p/w
;Oliver Ipsen;0;0;0;0;0.0;0;0.0;2.2;7.8;5.6;0.0;3.3;0.0;0.0;50%;50%;1.1;0;0.0;12.2;2.2;0.0;7.8;13.3;46.7;52.2;89%;1.1;1;1.1;0.0;0;2.2;1.1;81;20.25;0.3;1.1;0.3;0.0;0.6;0.0;0 (4);81;0.0;4.4;0;0.0;6.7;0;0.0;0;0.0;0;2.2;2.2;2;Denmark;3F Superliga;DEN;Lyngby;AM (L);18;Unknown;€1.1K p/w
;Marius Høvsgaard;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;10 (9);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Sønderjyske;GK;17;Unknown;€550 p/w
;Birger Banke;0;0;0;0;0.0;0;0.0;0.0;0.0;1.5;0.0;1.5;0.5;0.0;0%;100%;1.5;0;0.0;6.5;1.0;12.5;0.0;13.1;27.7;31.2;89%;0.5;1;0.5;0.0;0;0.5;3.0;179;22.375;0.1;0.0;0.1;0.0;0.2;0.0;1 (7);0;0.0;0.0;0;0.0;0.0;0;0.0;6;0.5;1;8.0;8.5;17;Denmark;3F Superliga;DEN;Hvidovre IF;ST (C);21;Unknown;€1.9K p/w
;Frederik Sloth;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Brøndby IF;DM;18;Unknown;€800 p/w
;Daniele Gervasio;0;0;0;0;0.5;67;0.0;1.4;4.3;12.9;0.0;5.3;1.4;0.5;0%;50%;0.5;0;0.0;9.8;0.0;12.7;4.5;14.4;41.2;51.9;79%;1.0;2;0.5;0.0;0;0.5;1.9;376;47;0.0;0.0;0.0;0.0;0.1;0.0;3 (5);0;0.7;4.3;17;0.7;4.3;16;0.0;86;2.9;12;0.5;3.4;14;Denmark;3F Superliga;ITA;Hvidovre IF;D (LC);21;Unknown;€775 p/w
;Alexander Jørgensen;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Sønderjyske;GK;16;Unknown;€850 p/w
Wnt;Hjalte Froholdt;0;0;0;0;2.7;88;1.5;1.5;8.0;7.2;0.4;3.0;2.3;2.3;0%;0%;0.0;0;0.0;25.1;0.8;14.5;4.2;11.8;28.5;36.5;78%;2.3;3;1.1;0.4;0;0.8;1.9;237;23.7;0.0;0.0;0.0;0.0;0.4;0.0;2 (8);0;1.9;4.6;42;1.9;4.6;41;0.4;14;0.4;1;2.3;2.7;7;Denmark;3F Superliga;DEN;Lyngby;D/WB (R);25;Unknown;€1.4K p/w
;Gustav Wagner;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC København;M/AM (R);19;Unknown;€1.2K p/w
;Mikkel Winther;0;0;0;0;0.0;0;0.0;0.0;0.9;3.8;0.0;2.8;0.0;0.0;0%;0%;0.0;0;0.0;2.8;0.9;9.7;0.9;16.1;22.7;26.5;86%;0.9;0;0.0;0.9;0;2.8;0.0;95;47.5;0.2;0.0;0.2;0.0;0.1;0.0;1 (1);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;12.3;12.3;13;Denmark;3F Superliga;DEN;Lyngby;AM (R), ST (C);21;Unknown;€1.5K p/w
;Jonas Dybdahl;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Lyngby;M (RC), ST (C);17;Unknown;€625 p/w
Ask;Torjus Gramm-Hagen;0;0;0;0;1.0;71;0.6;0.6;1.8;12.0;0.3;2.8;2.0;0.9;0%;25%;0.1;0;0.0;4.9;0.2;9.9;2.5;8.5;26.5;33.5;79%;0.1;2;0.2;0.0;0;1.0;2.8;1131;75.4;0.0;0.0;0.0;0.0;0.0;0.0;12 (3);0;0.0;0.8;0;0.0;0.8;0;2.1;85;5.9;74;1.0;6.9;87;Denmark;3F Superliga;NOR;Aarhus Fremad;D (LC);20;Unknown;€5.5K p/w
