Inf;Player;Best Pos;Asking Price;Tck A;Off;KP/90;Shot/90;Unique ID;Pens Faced;Pens Saved Ratio;Sv %;MLG;Tck/90;Tck R;Shts Blckd/90;Pres C/90;Pres A/90;Poss Won/90;K Tck/90;Int/90;Clr/90;Blk/90;Conv %;Shot %;ShT/90;xSv %;xGP/90;Sprints/90;Drb/90;Dist/90;Pr passes/90;Poss Lost/90;Ps C/90;Ps A/90;Pas %;OP-KP/90;CCC;Ch C/90;Asts/90;Saves/90;Tgls/90;Tcon/90;Minutes;Mins/Gm;NP-xG/90;Goals per 90 minutes;xG/90;Con/90;xA/90;Cln/90;Appearances;Mins/Gl;OP-Crs C/90;OP-Crs A/90;OP-Cr %;Cr C/90;Crs A/90;Cr C/A;K Hdrs/90;Hdr %;Hdrs W/90;Hdrs;Hdrs L/90;Aer A/90;Hdrs A;Based In;Division;Nation;Club;Position;Age;Potential;Wage
Wnt;Rob de Jager;AM (R);€11.25M;50;14;1.6;1.7;2002154075;0;0;0;0;1.7;90;0.0;2.2;10.3;4.4;0.0;2.3;0.2;0.3;7%;20%;0.3;0;0.0;15.9;3.1;11.5;3.9;20.3;39.6;46.1;86%;1.6;7;0.3;0.0;0;0.8;1.1;2357;81.2758620689655;0.2;0.1;0.2;0.0;0.2;0.0;29;785.666666666667;0.5;3.2;15;0.5;3.2;15;0.0;36;1.0;27;1.9;2.9;76;Portugal;Premier League;NED;Estrela da Amadora SAD;M (R), AM (RL);23;Unknown;€27K p/w
Wnt;Luís Pinto;D (L);€8M;82;5;0.7;0.2;2002229939;0;0;0;0;2.0;72;0.5;2.2;7.6;13.9;0.0;3.2;0.8;0.3;43%;71%;0.2;0;0.0;15.6;0.7;11.1;7.0;11.0;53.6;59.3;90%;0.7;5;0.2;0.0;0;1.2;1.1;2648;85.4193548387097;0.0;0.1;0.0;0.0;0.0;0.0;31;882.666666666667;0.1;1.5;7;0.1;1.5;6;0.3;64;2.0;58;1.1;3.1;91;Portugal;Premier League;POR;Estoril Praia;D/WB (L);23;Unknown;€5.5K p/w
;Holmes Júnior;D (C);€5.5M;6;0;0.0;0.1;2000490976;0;0;0;1;0.2;33;0.6;0.8;2.2;10.4;0.0;3.7;0.9;0.8;0%;0%;0.0;0;0.0;4.0;0.0;9.9;4.1;4.0;70.1;73.8;95%;0.0;0;0.0;0.0;0;1.0;1.4;1002;77.0769230769231;0.0;0.0;0.0;0.0;0.0;0.0;11 (2);0;0.0;0.0;0;0.0;0.0;0;1.0;81;4.3;48;1.0;5.3;59;Spain;First Division;ESP;Mallorca;D (C);25;Unknown;€19.5K p/w
;Niklas Swider;DM;€4.2M;38;1;1.2;0.4;2000259404;0;0;0;0;1.1;84;0.1;1.2;5.4;11.8;0.1;2.7;1.1;0.6;0%;10%;0.0;0;0.0;12.5;0.0;11.5;4.7;7.6;50.7;54.9;92%;1.0;20;0.7;0.2;0;1.1;1.1;2560;80;0.1;0.0;0.1;0.0;0.2;0.0;30 (3);0;0.0;0.1;25;0.0;0.1;25;0.5;56;1.7;49;1.3;3.1;87;Germany;Bundesliga;GER;Borussia M'gladbach;D (C), DM, M (C);27;Unknown;€32.5K p/w
;Rui Silva;D (C);€6.5M;30;0;0.1;0.4;2000290527;0;0;0;0;0.7;83;0.7;1.1;2.9;13.7;0.2;2.9;1.1;0.6;8%;8%;0.0;0;0.0;4.0;0.1;10.4;2.4;3.5;37.2;41.7;89%;0.1;4;0.1;0.0;0;0.9;1.4;3330;90;0.1;0.0;0.1;0.0;0.0;0.0;10 (14);3330;0.0;0.1;50;0.0;0.1;50;1.2;68;3.4;124;1.6;4.9;182;Spain;First Division;POR;Almería;D (C);27;Unknown;€32.5K p/w
Int;Antonio Pimentel;D (C);€2.1M;23;0;0.3;0.3;2002143549;0;0;0;0;0.4;83;0.9;0.6;2.1;13.2;0.1;2.6;1.3;0.8;0%;38%;0.1;0;0.0;3.8;0.0;9.9;1.8;5.3;38.2;41.8;91%;0.3;4;0.1;0.0;0;1.6;1.3;4475;89.5;0.0;0.0;0.0;0.0;0.0;0.0;14 (5);0;0.0;0.0;100;0.0;0.0;100;1.0;79;4.3;212;1.1;5.4;269;Germany;Bundesliga;COL;Sport-Club Freiburg;D (RC);23;Unknown;€6.75K p/w
;Braian Arias;M (C);€3.5M;15;0;0.7;0.8;43607055;0;0;0;0;0.5;73;0.2;0.7;1.8;7.2;0.0;0.8;0.2;0.1;26%;32%;0.3;0;0.0;4.6;0.4;4.9;1.6;18.8;15.3;17.4;88%;0.7;2;0.1;0.0;0;1.1;1.5;2055;68.5;0.1;0.2;0.1;0.0;0.1;0.0;25 (5);411;0.0;0.5;0;0.0;0.5;0;0.1;22;0.5;11;1.7;2.2;50;Germany;Bundesliga;GER;Hertha BSC;D (L), M (C), ST (C);24;Unknown;€17.5K p/w
Wnt;Igor Xavier;D (C);€7.5M;20;0;0.0;0.6;2000069898;0;0;0;1;0.4;55;1.1;0.8;2.6;16.2;0.1;2.6;1.4;0.7;6%;29%;0.2;0;0.0;3.1;0.0;9.9;2.0;4.0;40.7;45.2;90%;0.0;1;0.0;0.0;0;0.5;1.0;2762;81.2352941176471;0.1;0.0;0.1;0.0;0.0;0.0;10 (23);2762;0.0;0.0;0;0.0;0.0;0;0.8;74;3.7;113;1.3;5.0;153;Portugal;Premier League;POR;Penafiel;D (C);23;Unknown;€1.4K p/w
;David Palha;D (C);€9.75M;36;0;0.4;0.8;2002229923;0;0;0;0;0.8;67;0.3;1.1;4.4;15.1;0.0;2.8;1.3;0.8;13%;29%;0.2;0;0.0;9.0;0.2;10.8;3.1;6.2;51.4;56.5;91%;0.4;7;0.2;0.0;0;1.1;0.8;2610;84.1935483870968;0.1;0.1;0.1;0.0;0.1;0.0;31;870;0.0;0.1;0;0.0;0.1;0;0.2;57;1.1;32;0.8;1.9;56;Portugal;Premier League;POR;VTSC;D (C), DM, M (C);23;Unknown;€9.5K p/w
;Guillermo Anadón;D (C);€3.2M;14;0;0.3;0.2;2000399086;0;0;0;0;0.4;79;0.6;0.7;2.4;12.6;0.1;2.0;1.3;0.9;0%;0%;0.0;0;0.0;3.1;0.0;9.7;2.6;4.5;36.3;40.3;90%;0.3;0;0.0;0.0;0;1.3;1.3;2297;82.0357142857143;0.0;0.0;0.0;0.0;0.0;0.0;27 (1);0;0.0;0.0;0;0.0;0.0;0;0.7;68;3.4;88;1.6;5.1;129;France;Ligue 1 McDonald's;ESP;Strasbourg;D (C);26;Unknown;€14.5K p/w
;Jeremy Kandje Mbambi;D (C);€4M;25;0;0.1;0.4;2000368788;0;0;0;0;0.7;72;0.7;1.3;2.8;12.1;0.1;2.2;1.4;0.6;0%;27%;0.1;0;0.0;3.5;0.2;9.8;2.4;3.7;38.7;41.7;93%;0.1;1;0.0;0.0;0;1.2;1.4;2333;83.3214285714286;0.0;0.0;0.0;0.0;0.0;0.0;27 (1);0;0.1;0.2;50;0.1;0.2;50;1.2;81;4.3;112;1.0;5.4;139;Spain;First Division;BEL;Atlético Pamplona;D (C);26;Unknown;€19K p/w
Wnt;Noah Nartey;M (C);€5M;14;0;0.3;0.4;2000129108;0;0;0;0;0.3;57;0.1;0.1;1.4;10.1;0.0;0.3;0.1;0.2;14%;29%;0.1;0;0.0;1.8;0.1;1.8;0.6;10.6;6.8;7.7;88%;0.3;12;0.4;0.1;0;0.8;1.6;2820;88.125;0.1;0.1;0.1;0.0;0.2;0.0;37 (1);1410;0.0;0.0;0;0.0;0.0;0;0.0;38;0.1;3;0.2;0.3;8;France;Ligue 1 McDonald's;DEN;SM Caen;DM, M/AM (C);28;Unknown;€26.5K p/w
;Leonard Prout;ST (C);€5.75M;7;11;1.1;2.2;43339749;0;0;0;0;0.1;29;0.0;0.6;1.5;1.5;0.0;0.7;0.1;0.1;14%;45%;1.0;0;0.0;6.1;0.8;10.6;1.0;17.2;22.0;25.2;87%;1.1;3;0.1;0.1;0;1.1;1.1;2633;79.7878787878788;0.2;0.3;0.2;0.0;0.1;0.0;18 (15);292.555555555556;0.0;0.4;9;0.0;0.4;9;0.0;19;1.5;43;6.4;7.9;231;Portugal;Premier League;POR;Rio Ave;AM (RL), ST (C);24;Unknown;€5.75K p/w
Wnt;Lorenzo Becchimanzi;D/WB (L);€4.3M;72;6;1.4;0.1;2000332699;0;0;0;0;1.7;71;0.5;1.9;9.0;8.0;0.0;3.0;0.9;0.4;0%;0%;0.0;0;0.0;25.1;1.9;12.5;4.3;18.8;40.9;49.1;83%;1.4;2;0.1;0.0;0;0.8;1.3;2699;81.7878787878788;0.0;0.0;0.0;0.0;0.1;0.0;32 (1);0;1.0;5.5;18;1.0;5.5;17;0.5;61;1.8;54;1.2;3.0;89;Italy;Serie A;ITA;Sassuolo;D/WB/M (L);23;Unknown;€18.75K p/w
;Pietro Tommasi;D/WB (L);€3.1M;27;1;1.0;0.0;2000445686;0;0;0;0;1.9;100;0.3;1.5;7.6;5.7;0.0;3.0;0.6;0.4;0%;0%;0.0;0;0.0;15.4;1.5;11.6;6.8;19.4;48.7;55.9;87%;1.0;3;0.2;0.1;0;0.8;1.5;1289;80.5625;0.0;0.0;0.0;0.0;0.1;0.0;13 (14);0;0.4;2.1;20;0.4;2.1;20;0.1;56;2.2;31;1.7;3.8;55;Italy;Serie A;ITA;U.S. Lecce;D (LC), WB (L);24;Unknown;€39.5K p/w
;Favour Meeney;D (C);€10.75M;18;0;0.2;0.3;2002229709;0;0;0;2;0.5;78;0.7;0.7;2.5;11.4;0.1;3.0;0.9;0.8;0%;33%;0.1;0;0.0;5.0;0.1;9.9;1.9;5.7;44.2;48.5;91%;0.2;2;0.1;0.0;0;0.9;1.9;2577;78.0909090909091;0.0;0.0;0.0;0.0;0.0;0.0;27 (6);0;0.0;0.1;0;0.0;0.1;0;1.2;70;3.9;111;1.6;5.5;158;England;Premier League;ENG;QPR;D (C), DM, M (C);23;Unknown;€25.5K p/w
;Mikel Ortega;AM (R);€9.5M;30;10;1.6;1.8;2002182042;0;0;0;0;1.4;90;0.1;2.3;9.3;3.4;0.0;2.2;0.6;0.3;6%;31%;0.6;0;0.0;17.2;4.2;11.8;3.7;25.2;38.3;43.8;87%;1.6;2;0.1;0.0;0;1.0;1.4;1789;51.1142857142857;0.2;0.1;0.2;0.0;0.1;0.0;16 (19);894.5;0.7;3.8;17;0.7;3.8;17;0.0;22;0.8;15;2.6;3.4;67;Spain;First Division;ESP;Atlético Pamplona;M/AM (R);23;Unknown;€22K p/w
Wnt;Giuseppe D'Addario;D/WB (R);€8M;72;3;0.7;0.2;2002230459;0;0;0;0;1.6;69;0.3;2.1;7.4;5.5;0.0;3.4;0.8;0.6;0%;0%;0.0;0;0.0;13.8;1.3;11.4;7.8;21.2;48.1;53.2;90%;0.7;1;0.0;0.0;0;1.0;2.0;2890;87.5757575757576;0.0;0.0;0.0;0.0;0.0;0.0;33;0;0.2;2.1;11;0.2;2.1;10;0.2;36;1.4;45;2.5;3.9;125;England;Premier League;ITA;West Brom;D/WB (R);23;Unknown;€48.5K p/w
;Mickaël Jegou;AM (R);€8.5M;29;9;1.8;0.4;2000459753;0;0;0;0;0.8;62;0.0;1.7;9.2;3.6;0.1;2.0;0.6;0.3;11%;33%;0.1;0;0.0;14.5;5.3;11.6;3.7;18.5;37.6;43.4;87%;1.8;4;0.2;0.0;0;1.3;1.1;2034;61.6363636363636;0.1;0.0;0.1;0.0;0.1;0.0;29 (4);2034;1.3;4.8;28;1.3;4.8;27;0.0;20;0.7;16;2.8;3.5;80;Germany;Bundesliga;FRA;Borussia M'gladbach;AM (RC);22;Unknown;€18.75K p/w
Wnt;Jesús Llorente;D (LC);€2.6M;37;0;0.7;0.1;2002150423;0;0;0;1;1.2;76;0.4;1.0;5.2;8.4;0.1;2.8;1.4;0.6;0%;0%;0.0;0;0.0;9.6;0.7;11.3;5.1;10.9;45.4;49.8;91%;0.7;0;0.0;0.0;0;1.2;1.4;2058;73.5;0.0;0.0;0.0;0.0;0.0;0.0;25 (3);0;0.2;1.2;15;0.2;1.2;14;0.1;33;0.7;15;1.3;2.0;45;Spain;First Division;ESP;Real San Sebastián;D (RLC), WB (L);24;Unknown;€19.5K p/w
;Floyd Samba;DM, M (C);€4M;0;0;0.1;0.8;2000511340;0;0;0;0;0.0;0;0.0;0.0;0.0;11.4;0.0;0.0;0.0;0.0;17%;50%;0.4;0;0.0;0.0;0.0;0.0;0.0;14.7;0.0;0.0;0%;0.1;9;0.3;0.1;0;0.8;1.3;2843;86.1515151515152;0.1;0.1;0.1;0.0;0.1;0.0;33;710.75;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Portugal;Premier League;ENG;Mafra;DM, M/AM (C);25;Unknown;€6.75K p/w
;Víctor;D (C);€4M;11;0;0.0;0.0;2002152315;0;0;0;0;0.5;73;2.1;0.8;2.3;15.5;0.1;2.5;1.4;0.7;0%;0%;0.0;0;0.0;4.1;0.0;9.8;2.3;4.4;38.4;43.5;88%;0.0;0;0.0;0.0;0;1.0;1.1;1501;62.5416666666667;0.0;0.0;0.0;0.0;0.0;0.0;15 (9);0;0.0;0.1;0;0.0;0.1;0;1.5;73;4.1;69;1.6;5.7;95;Spain;First Division;ESP;Getafe;D (LC);24;Unknown;€17.75K p/w
;Panagiotis Marinos;M/AM (R);€2.9M;23;8;1.5;1.9;2000206799;0;0;0;0;1.3;87;0.0;1.9;9.7;3.6;0.0;1.8;0.1;0.1;10%;33%;0.6;0;0.0;17.6;3.3;11.8;3.0;20.8;37.8;42.9;88%;1.5;2;0.1;0.1;0;1.3;1.2;1401;35.025;0.2;0.2;0.2;0.0;0.1;0.0;6 (34);467;0.5;3.9;13;0.5;3.9;13;0.1;11;0.4;6;3.0;3.4;53;Germany;Bundesliga;GER;TSG Hoffenheim;M/AM (R);23;Unknown;€23K p/w
Wnt;Yandri Vásquez;ST (C);€2.5M;3;8;0.8;4.2;2000315038;0;0;0;0;0.1;33;0.0;0.4;1.8;0.7;0.0;0.4;0.1;0.1;20%;58%;2.4;0;0.0;4.9;0.8;9.9;0.5;23.0;21.9;24.4;90%;0.8;1;0.1;0.0;0;1.3;0.8;1077;29.9166666666667;0.4;0.8;0.4;0.0;0.0;0.0;4 (32);107.7;0.2;0.4;40;0.2;0.4;40;0.1;31;2.7;32;5.8;8.5;102;Portugal;Premier League;ECU;Gil Vicente;ST (C);27;Unknown;€4.4K p/w
;Julio Salvà;DM, M (R);€4.4M;35;1;1.4;1.7;2002152350;0;0;0;0;2.0;69;0.4;2.8;7.5;7.0;0.0;2.5;0.8;0.5;0%;40%;0.7;0;0.0;14.4;0.7;12.9;13.1;8.6;82.1;89.7;92%;1.4;6;0.5;0.0;0;1.7;1.2;1087;31.0571428571429;0.1;0.0;0.1;0.0;0.2;0.0;7 (28);0;0.2;0.2;100;0.2;0.5;33;0.0;29;0.5;6;1.2;1.7;21;Spain;First Division;ESP;Mallorca;DM, M (RC), AM (R);24;Unknown;€30K p/w
;João Rijo;D (L);€6.5M;81;4;1.1;0.2;2000482350;0;0;0;0;1.9;80;0.7;2.2;7.1;14.5;0.1;3.1;1.3;0.6;0%;33%;0.1;0;0.0;15.9;1.1;11.6;6.9;12.6;47.8;55.0;87%;1.1;6;0.2;0.1;0;0.9;1.4;3079;85.5277777777778;0.0;0.0;0.0;0.0;0.1;0.0;36;0;0.3;1.6;18;0.3;1.6;17;0.5;62;2.5;87;1.5;4.1;140;Portugal;Premier League;POR;Arouca;D (LC), WB (L);25;Unknown;€1.9K p/w
Wnt;Noah Markmann;D (C), DM;€3.4M;28;0;0.5;0.3;2000133279;0;0;0;0;0.7;68;0.2;1.2;5.1;10.7;0.1;2.9;0.9;1.0;0%;25%;0.1;0;0.0;9.9;0.0;11.2;3.8;6.4;46.9;51.8;91%;0.5;0;0.0;0.0;0;0.8;1.6;2363;71.6060606060606;0.0;0.0;0.0;0.0;0.1;0.0;29 (4);0;0.0;0.1;0;0.0;0.1;0;0.2;59;2.0;52;1.4;3.4;88;France;Ligue 1 McDonald's;DEN;SM Caen;D (LC), DM;27;Unknown;€15.25K p/w
;Didi;ST (C);€7.5M;5;18;0.8;3.2;2002146958;0;0;0;0;0.1;80;0.0;0.7;1.8;1.6;0.0;0.5;0.1;0.1;10%;53%;1.7;0;0.0;8.3;0.7;10.6;0.5;18.0;22.5;24.7;91%;0.8;3;0.1;0.1;0;0.9;1.5;2456;79.2258064516129;0.3;0.3;0.3;0.0;0.1;0.0;29 (2);272.888888888889;0.3;0.5;53;0.3;0.5;53;0.0;24;2.0;54;6.1;8.1;221;Portugal;Premier League;BRA;AVS SAD;M (C), ST (C);23;Unknown;€7.25K p/w
Wnt;Jordan Thompson;DM, M (C);€10M;0;0;0.1;0.4;2002165284;0;0;0;0;0.0;0;0.0;0.0;0.0;10.8;0.0;0.0;0.0;0.0;14%;14%;0.1;0;0.0;0.0;0.0;0.0;0.0;18.0;0.0;0.0;0%;0.1;5;0.3;0.1;0;1.4;1.8;1627;67.7916666666667;0.1;0.1;0.1;0.0;0.1;0.0;21 (3);1627;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;England;Premier League;ENG;West Brom;DM, M (C), AM (L);21;Unknown;€25K p/w
Wnt;André Malta;D (L);€27M;53;1;1.0;0.6;2002395018;0;0;0;0;2.6;81;0.2;2.6;8.3;10.0;0.0;3.3;0.8;0.4;0%;30%;0.2;0;0.0;15.9;2.2;11.2;6.9;15.0;53.1;59.9;89%;1.0;2;0.1;0.1;0;1.8;0.7;1491;64.8260869565217;0.0;0.0;0.0;0.0;0.1;0.0;15 (8);0;0.1;1.4;9;0.1;1.4;8;0.1;49;1.3;21;1.3;2.6;43;Portugal;Premier League;POR;BRG;D/WB/M/AM (L);20;Unknown;€12.25K p/w
;Eduardo Felicíssimo;DM;€6M;42;0;0.4;0.4;2000268858;0;0;0;0;0.7;69;0.2;1.2;4.0;12.3;0.1;2.6;1.1;0.5;0%;7%;0.0;0;0.0;6.1;0.1;10.6;2.4;3.8;40.9;44.8;91%;0.4;5;0.1;0.0;0;1.1;1.4;3629;86.4047619047619;0.0;0.0;0.0;0.0;0.1;0.0;31 (4);0;0.0;0.1;17;0.0;0.1;16;1.0;72;3.2;128;1.2;4.4;177;Portugal;Premier League;POR;Leiria;D (C), DM;27;Unknown;€7.75K p/w
;Sergi Mayans;D (C);€2M;12;0;0.1;0.3;2000472421;0;0;0;0;0.5;75;1.0;0.9;2.6;13.6;0.1;2.7;1.1;0.9;0%;0%;0.0;0;0.0;3.1;0.1;10.1;1.3;3.2;37.9;40.5;94%;0.1;0;0.0;0.1;0;1.0;1.7;1793;89.65;0.0;0.0;0.0;0.0;0.0;0.0;5 (27);0;0.0;0.0;0;0.0;0.0;0;1.0;68;4.0;80;1.9;5.9;118;Germany;Bundesliga;ESP;SpVgg Greuther Fürth;D (LC);25;Unknown;€14.5K p/w
Wnt;Samu Becerra;AM (C);€1.4M;0;0;0.4;0.6;2000324215;0;0;0;0;0.0;0;0.0;0.0;0.0;8.3;0.0;0.0;0.0;0.0;6%;19%;0.1;0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0%;0.2;6;0.2;0.2;0;0.9;1.7;2487;82.9;0.0;0.0;0.0;0.0;0.3;0.0;30;2487;0.0;0.0;0;0.1;0.8;13;0.0;0;0.0;0;0.0;0.0;0;Italy;Serie A;ESP;Palermo;M/AM (LC);28;Unknown;€20.5K p/w
;Vasco Dinis;D (R);€5.25M;65;5;0.9;0.5;2000482169;0;0;0;0;1.9;78;0.7;2.3;6.8;10.6;0.2;3.1;1.4;0.4;8%;46%;0.2;0;0.0;13.3;0.6;11.2;6.8;17.8;49.5;53.9;92%;0.9;2;0.1;0.0;0;1.0;1.0;2367;67.6285714285714;0.0;0.0;0.0;0.0;0.1;0.0;33 (2);2367;0.5;2.8;19;0.5;2.8;19;0.3;53;2.2;58;1.9;4.1;109;Portugal;Premier League;POR;Gil Vicente;D (RL), WB (R);25;Unknown;€3.8K p/w
;Christian Zawieschitzky;GK;€1.1M;4;0;0.0;0.0;2000199069;4;75;73;1;0.1;75;0.0;0.0;0.0;4.4;0.0;0.0;2.7;0.0;0%;0%;0.0;89;-0.0;0.0;0.0;6.1;0.0;8.1;18.1;24.7;73%;0.0;0;0.0;0.0;3;1.2;1.4;2460;91.1111111111111;0.0;0.0;0.0;1.4;0.0;0.2;27;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Portugal;Premier League;AUT;Famalicão;GK;27;Unknown;€5.75K p/w
;Sagi Ben-Lulu;D (R);€2.5M;60;6;0.8;0.3;36510102;0;0;0;0;1.6;85;0.6;1.8;7.2;7.3;0.1;3.0;0.9;0.7;0%;0%;0.0;0;0.0;15.6;0.7;11.4;7.0;17.6;47.8;54.2;88%;0.8;3;0.1;0.0;0;1.0;1.5;2899;90.59375;0.0;0.0;0.0;0.0;0.0;0.0;31 (1);0;0.7;2.1;33;0.7;2.1;32;0.5;56;2.6;84;2.1;4.7;151;Germany;Bundesliga;ISR;FC St. Pauli;D (R);23;Unknown;€30K p/w
;Soma Kanda;ST (C);€2.6M;3;11;0.6;2.4;2000291492;0;0;0;0;0.1;33;0.0;0.3;1.3;1.5;0.0;1.2;0.1;0.1;10%;60%;1.4;0;0.0;6.4;0.9;10.9;0.6;14.7;24.6;27.0;91%;0.6;0;0.0;0.0;0;0.7;1.5;1122;44.88;0.3;0.2;0.3;0.0;0.0;0.0;9 (16);374;0.1;0.4;20;0.1;0.4;20;0.1;21;1.6;20;6.2;7.8;97;France;Ligue 1 McDonald's;JPN;SM Caen;ST (C);28;Unknown;€26K p/w
;Bernard Eide;GK;€1.6M;1;0;0.0;0.0;2000447998;1;0;72;1;0.0;0;0.0;0.0;0.0;4.3;0.0;0.0;2.8;0.0;0%;0%;0.0;89;-0.2;0.1;0.0;5.2;0.0;7.8;19.8;23.3;85%;0.0;0;0.0;0.0;4;0.9;1.6;3060;90;0.0;0.0;0.0;1.6;0.0;0.1;34;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;France;Ligue 1 McDonald's;SWE;Saint-Étienne;GK;25;Unknown;€26.5K p/w
Wnt;Le Hoang Minh Nhat;D/WB (L);€1M;85;2;1.0;0.2;2002293827;0;0;0;0;1.7;64;0.7;2.1;7.9;10.4;0.0;3.4;1.0;0.5;0%;0%;0.0;0;0.0;17.3;0.6;11.5;7.4;13.0;55.9;61.5;91%;1.0;2;0.1;0.0;0;0.8;1.7;2918;83.3714285714286;0.0;0.0;0.0;0.0;0.1;0.0;35;0;0.2;1.8;14;0.2;1.8;14;0.2;41;1.0;33;1.4;2.5;80;Germany;Bundesliga;BEL;SpVgg Greuther Fürth;D (LC), WB (L);21;Unknown;€18.75K p/w
nEU;Tamir Cohen;GK;€1.4M;1;0;0.0;0.0;2002226050;1;0;74;0;0.0;0;0.0;0.0;0.0;2.2;0.0;0.0;4.5;0.0;0%;0%;0.0;91;0.1;0.0;0.0;5.2;0.0;8.6;18.6;22.6;82%;0.0;0;0.0;0.0;3;1.1;1.1;1170;90;0.0;0.0;0.0;1.1;0.0;0.2;13;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Italy;Serie A;ISR;Bologna;GK;23;Unknown;€16.75K p/w
;Lorenzo Befani;AM (R);€2.1M;69;3;1.3;0.1;2000495918;0;0;0;0;1.8;80;0.0;2.2;9.5;5.3;0.1;3.0;0.7;0.6;0%;0%;0.0;0;0.0;21.7;3.2;12.4;4.5;20.8;39.1;46.8;84%;1.3;2;0.1;0.0;0;0.5;1.4;2676;83.625;0.0;0.0;0.0;0.0;0.1;0.0;30 (3);0;1.0;6.2;16;1.0;6.2;16;0.1;39;1.4;41;2.2;3.6;106;Italy;Serie A;ITA;Sampdoria;WB (R), M (L), AM (RL);26;Unknown;€13.25K p/w
;Iván Moya;D (C);€15M;15;0;0.2;0.2;2002298720;0;0;0;0;0.4;87;0.8;0.7;2.0;11.2;0.1;2.4;1.1;0.8;0%;0%;0.0;0;0.0;4.3;0.0;10.4;2.3;3.0;39.8;43.5;91%;0.2;0;0.0;0.0;0;0.8;1.6;2823;80.6571428571429;0.0;0.0;0.0;0.0;0.0;0.0;15 (9);0;0.0;0.1;0;0.0;0.1;0;0.5;63;2.6;80;1.5;4.1;128;Italy;Serie A;ESP;Palermo;D (LC), DM;22;Unknown;€34K p/w
;Hodei Moro;GK;€10.25M;3;0;0.0;0.0;2002151505;3;0;71;0;0.0;0;0.0;0.0;0.0;4.1;0.0;0.0;1.9;0.0;0%;0%;0.0;88;-0.0;0.0;0.0;5.6;0.0;7.0;20.0;23.4;85%;0.0;0;0.0;0.0;3;1.2;1.4;2610;90;0.0;0.0;0.0;1.4;0.0;0.2;29;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Spain;First Division;ESP;Vigo;GK;23;Unknown;€19K p/w
;Juan Carlos;D/M (C);€8M;10;0;0.1;0.4;2002235803;0;0;0;1;0.2;50;0.4;0.7;2.3;13.1;0.1;1.6;0.8;0.6;13%;13%;0.0;0;0.0;3.1;0.0;6.6;1.4;8.9;27.4;29.7;92%;0.1;1;0.0;0.0;0;1.5;1.3;1841;65.75;0.1;0.0;0.1;0.0;0.0;0.0;19 (9);1841;0.0;0.0;0;0.0;0.0;0;0.3;76;1.9;39;0.6;2.5;51;Spain;First Division;ESP;Valencia;D (C), DM, M (C);22;Unknown;€24.5K p/w
;Jorge Sálamo;D (C);€2M;8;0;0.1;0.3;2000327183;0;0;0;0;0.5;100;0.7;0.9;2.5;10.7;0.0;3.6;1.1;0.5;0%;25%;0.1;0;0.0;4.5;0.2;10.1;2.4;4.3;38.4;41.7;92%;0.1;0;0.0;0.0;0;0.6;1.4;1367;68.35;0.0;0.0;0.0;0.0;0.0;0.0;13 (7);0;0.0;0.2;0;0.0;0.2;0;1.1;80;4.3;66;1.1;5.4;82;Spain;First Division;ESP;Tenerife;D (LC);26;Unknown;€12K p/w
Wnt;Matheo Elviersson Sica;D (R);€2.4M;40;0;1.0;0.4;2000352293;0;0;0;0;1.8;78;0.5;2.2;7.2;11.4;0.3;3.3;0.9;0.7;0%;0%;0.0;0;0.0;14.3;1.0;11.7;6.7;13.9;48.0;54.2;89%;1.0;3;0.2;0.1;0;1.4;1.0;1560;62.4;0.0;0.0;0.0;0.0;0.0;0.0;15 (10);0;0.3;1.6;21;0.3;1.6;21;0.2;43;1.2;21;1.6;2.8;49;Germany;Bundesliga;SWE;FC Schalke 04;D/WB (R);26;Unknown;€22.5K p/w
;David Lukesch;ST (C);€2.9M;10;22;1.0;3.2;2002156038;0;0;0;0;0.2;50;0.0;0.7;1.8;1.2;0.0;0.5;0.2;0.1;16%;37%;1.2;0;0.0;5.4;0.8;10.0;0.7;22.6;21.8;24.3;90%;1.0;4;0.2;0.1;0;1.2;1.3;2345;65.1388888888889;0.3;0.5;0.3;0.0;0.1;0.0;32 (4);180.384615384615;0.1;0.3;25;0.1;0.3;25;0.1;20;1.5;40;6.3;7.8;203;Germany;Bundesliga;GER;Hertha BSC;AM (L), ST (C);24;Unknown;€19K p/w
Wnt;Ricardo Neto;D (C);€1.8M;26;0;0.1;0.4;2000411058;0;0;0;0;0.7;92;0.8;0.9;2.6;12.0;0.1;2.6;1.5;0.7;0%;14%;0.1;0;0.0;3.9;0.0;10.3;2.0;4.4;35.9;40.6;88%;0.1;2;0.1;0.0;0;1.2;1.5;3267;90.75;0.0;0.0;0.0;0.0;0.0;0.0;36;0;0.0;0.0;0;0.0;0.0;0;0.9;71;3.7;134;1.5;5.2;189;Portugal;Premier League;POR;Famalicão;D (C);25;Unknown;€4.4K p/w
